task,model_id,gpu_model,num_gpus,max_num_seqs,tensor_parallel,expert_parallel,data_parallel,seed,num_request_repeats,is_stable_diagnostic,results_path,benchmark_commit,dataset_revision,request_list_sha256,prompt_template_sha256,tokenizer_revision,tokenizer_revision_requested,tokenization_status,missing_reason,prompt_length_semantics,max_output_tokens,planned_base_request_count,planned_request_count,planned_unique_prompt_count,planned_total_input_tokens,planned_input_tokens_mean,planned_input_tokens_p50,planned_input_tokens_p90,planned_input_tokens_p95,planned_input_tokens_max,planned_input_tokens_min,planned_input_tokens_std,planned_sum_input_tokens_squared,planned_output_token_upper_bound,base_input_lengths_sha256
lm-arena-chat,Qwen/Qwen3-30B-A3B-Instruct-2507,H100,2,768,1,2,1,48105,2,True,llm/h100/current/run/llm/lm-arena-chat/results/Qwen/Qwen3-30B-A3B-Instruct-2507/H100/num_gpus+2+max_num_seqs+768+num_request_repeats+2+dataset_split+train+num_requests+1024+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,72e85b3ddc9c81bf7b659d6b03d4126dfd8fb34a,2f801cd5bf61f0b709f74915fda9cf102be5693246304e0b0247dd9623b1df6b,c60419ee5dfa35fbe6c4703128412c70b84b0365b2adc5090264a7233f3ce25d,0d7cf23991f47feeb3a57ecb4c9cee8ea4a17bfe,0d7cf23991f47feeb3a57ecb4c9cee8ea4a17bfe,available,,official benchmark SampleRequest.prompt_len before server chat-template application,4096,1024,2048,1016.0,1299750.0,634.6435546875,95.5,2156.7000000000016,2999.3999999999996,9740.0,1.0,1122.6646067440631,3406127638.0,8388608,38f3ac70e15d9a83306a04f344e4734f696117ff2ffd8ba5dc01490f30813948
lm-arena-chat,Qwen/Qwen3-30B-A3B-Instruct-2507,H100,2,1024,1,2,1,48105,2,True,llm/h100/current/run/llm/lm-arena-chat/results/Qwen/Qwen3-30B-A3B-Instruct-2507/H100/num_gpus+2+max_num_seqs+1024+num_request_repeats+2+dataset_split+train+num_requests+1024+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,72e85b3ddc9c81bf7b659d6b03d4126dfd8fb34a,2f801cd5bf61f0b709f74915fda9cf102be5693246304e0b0247dd9623b1df6b,c60419ee5dfa35fbe6c4703128412c70b84b0365b2adc5090264a7233f3ce25d,0d7cf23991f47feeb3a57ecb4c9cee8ea4a17bfe,0d7cf23991f47feeb3a57ecb4c9cee8ea4a17bfe,available,,official benchmark SampleRequest.prompt_len before server chat-template application,4096,1024,2048,1016.0,1299750.0,634.6435546875,95.5,2156.7000000000016,2999.3999999999996,9740.0,1.0,1122.6646067440631,3406127638.0,8388608,38f3ac70e15d9a83306a04f344e4734f696117ff2ffd8ba5dc01490f30813948
lm-arena-chat,Qwen/Qwen3-30B-A3B-Instruct-2507,H100,2,1536,1,2,1,48105,3,False,llm/h100/current/run/llm/lm-arena-chat/results/Qwen/Qwen3-30B-A3B-Instruct-2507/H100/num_gpus+2+max_num_seqs+1536+num_request_repeats+3+dataset_split+train+num_requests+1024+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,72e85b3ddc9c81bf7b659d6b03d4126dfd8fb34a,2f801cd5bf61f0b709f74915fda9cf102be5693246304e0b0247dd9623b1df6b,c60419ee5dfa35fbe6c4703128412c70b84b0365b2adc5090264a7233f3ce25d,0d7cf23991f47feeb3a57ecb4c9cee8ea4a17bfe,0d7cf23991f47feeb3a57ecb4c9cee8ea4a17bfe,available,,official benchmark SampleRequest.prompt_len before server chat-template application,4096,1024,3072,1016.0,1949625.0,634.6435546875,95.5,2156.7000000000016,2999.3999999999996,9740.0,1.0,1122.6646067440631,5109191457.0,12582912,38f3ac70e15d9a83306a04f344e4734f696117ff2ffd8ba5dc01490f30813948
lm-arena-chat,Qwen/Qwen3-32B,B200,1,8,1,1,1,48105,1,True,llm/b200/current/run/llm/lm-arena-chat/results/Qwen/Qwen3-32B/B200/num_gpus+1+max_num_seqs+8+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,72e85b3ddc9c81bf7b659d6b03d4126dfd8fb34a,2f801cd5bf61f0b709f74915fda9cf102be5693246304e0b0247dd9623b1df6b,c60419ee5dfa35fbe6c4703128412c70b84b0365b2adc5090264a7233f3ce25d,9216db5781bf21249d130ec9da846c4624c16137,9216db5781bf21249d130ec9da846c4624c16137,available,,official benchmark SampleRequest.prompt_len before server chat-template application,4096,1024,1024,1016.0,649875.0,634.6435546875,95.5,2156.7000000000016,2999.3999999999996,9740.0,1.0,1122.6646067440631,1703063819.0,4194304,38f3ac70e15d9a83306a04f344e4734f696117ff2ffd8ba5dc01490f30813948
lm-arena-chat,Qwen/Qwen3-32B,B200,1,16,1,1,1,48105,1,True,llm/b200/current/run/llm/lm-arena-chat/results/Qwen/Qwen3-32B/B200/num_gpus+1+max_num_seqs+16+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,72e85b3ddc9c81bf7b659d6b03d4126dfd8fb34a,2f801cd5bf61f0b709f74915fda9cf102be5693246304e0b0247dd9623b1df6b,c60419ee5dfa35fbe6c4703128412c70b84b0365b2adc5090264a7233f3ce25d,9216db5781bf21249d130ec9da846c4624c16137,9216db5781bf21249d130ec9da846c4624c16137,available,,official benchmark SampleRequest.prompt_len before server chat-template application,4096,1024,1024,1016.0,649875.0,634.6435546875,95.5,2156.7000000000016,2999.3999999999996,9740.0,1.0,1122.6646067440631,1703063819.0,4194304,38f3ac70e15d9a83306a04f344e4734f696117ff2ffd8ba5dc01490f30813948
lm-arena-chat,Qwen/Qwen3-32B,B200,1,32,1,1,1,48105,1,True,llm/b200/current/run/llm/lm-arena-chat/results/Qwen/Qwen3-32B/B200/num_gpus+1+max_num_seqs+32+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,72e85b3ddc9c81bf7b659d6b03d4126dfd8fb34a,2f801cd5bf61f0b709f74915fda9cf102be5693246304e0b0247dd9623b1df6b,c60419ee5dfa35fbe6c4703128412c70b84b0365b2adc5090264a7233f3ce25d,9216db5781bf21249d130ec9da846c4624c16137,9216db5781bf21249d130ec9da846c4624c16137,available,,official benchmark SampleRequest.prompt_len before server chat-template application,4096,1024,1024,1016.0,649875.0,634.6435546875,95.5,2156.7000000000016,2999.3999999999996,9740.0,1.0,1122.6646067440631,1703063819.0,4194304,38f3ac70e15d9a83306a04f344e4734f696117ff2ffd8ba5dc01490f30813948
lm-arena-chat,Qwen/Qwen3-32B,B200,1,64,1,1,1,48105,1,True,llm/b200/current/run/llm/lm-arena-chat/results/Qwen/Qwen3-32B/B200/num_gpus+1+max_num_seqs+64+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,72e85b3ddc9c81bf7b659d6b03d4126dfd8fb34a,2f801cd5bf61f0b709f74915fda9cf102be5693246304e0b0247dd9623b1df6b,c60419ee5dfa35fbe6c4703128412c70b84b0365b2adc5090264a7233f3ce25d,9216db5781bf21249d130ec9da846c4624c16137,9216db5781bf21249d130ec9da846c4624c16137,available,,official benchmark SampleRequest.prompt_len before server chat-template application,4096,1024,1024,1016.0,649875.0,634.6435546875,95.5,2156.7000000000016,2999.3999999999996,9740.0,1.0,1122.6646067440631,1703063819.0,4194304,38f3ac70e15d9a83306a04f344e4734f696117ff2ffd8ba5dc01490f30813948
lm-arena-chat,Qwen/Qwen3-32B,B200,1,96,1,1,1,48105,1,True,llm/b200/current/run/llm/lm-arena-chat/results/Qwen/Qwen3-32B/B200/num_gpus+1+max_num_seqs+96+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,72e85b3ddc9c81bf7b659d6b03d4126dfd8fb34a,2f801cd5bf61f0b709f74915fda9cf102be5693246304e0b0247dd9623b1df6b,c60419ee5dfa35fbe6c4703128412c70b84b0365b2adc5090264a7233f3ce25d,9216db5781bf21249d130ec9da846c4624c16137,9216db5781bf21249d130ec9da846c4624c16137,available,,official benchmark SampleRequest.prompt_len before server chat-template application,4096,1024,1024,1016.0,649875.0,634.6435546875,95.5,2156.7000000000016,2999.3999999999996,9740.0,1.0,1122.6646067440631,1703063819.0,4194304,38f3ac70e15d9a83306a04f344e4734f696117ff2ffd8ba5dc01490f30813948
lm-arena-chat,Qwen/Qwen3-32B,B200,1,128,1,1,1,48105,1,True,llm/b200/current/run/llm/lm-arena-chat/results/Qwen/Qwen3-32B/B200/num_gpus+1+max_num_seqs+128+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,72e85b3ddc9c81bf7b659d6b03d4126dfd8fb34a,2f801cd5bf61f0b709f74915fda9cf102be5693246304e0b0247dd9623b1df6b,c60419ee5dfa35fbe6c4703128412c70b84b0365b2adc5090264a7233f3ce25d,9216db5781bf21249d130ec9da846c4624c16137,9216db5781bf21249d130ec9da846c4624c16137,available,,official benchmark SampleRequest.prompt_len before server chat-template application,4096,1024,1024,1016.0,649875.0,634.6435546875,95.5,2156.7000000000016,2999.3999999999996,9740.0,1.0,1122.6646067440631,1703063819.0,4194304,38f3ac70e15d9a83306a04f344e4734f696117ff2ffd8ba5dc01490f30813948
lm-arena-chat,Qwen/Qwen3-32B,B200,1,192,1,1,1,48105,1,True,llm/b200/current/run/llm/lm-arena-chat/results/Qwen/Qwen3-32B/B200/num_gpus+1+max_num_seqs+192+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,72e85b3ddc9c81bf7b659d6b03d4126dfd8fb34a,2f801cd5bf61f0b709f74915fda9cf102be5693246304e0b0247dd9623b1df6b,c60419ee5dfa35fbe6c4703128412c70b84b0365b2adc5090264a7233f3ce25d,9216db5781bf21249d130ec9da846c4624c16137,9216db5781bf21249d130ec9da846c4624c16137,available,,official benchmark SampleRequest.prompt_len before server chat-template application,4096,1024,1024,1016.0,649875.0,634.6435546875,95.5,2156.7000000000016,2999.3999999999996,9740.0,1.0,1122.6646067440631,1703063819.0,4194304,38f3ac70e15d9a83306a04f344e4734f696117ff2ffd8ba5dc01490f30813948
lm-arena-chat,Qwen/Qwen3-32B,B200,1,256,1,1,1,48105,2,True,llm/b200/current/run/llm/lm-arena-chat/results/Qwen/Qwen3-32B/B200/num_gpus+1+max_num_seqs+256+num_request_repeats+2+dataset_split+train+num_requests+1024+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,72e85b3ddc9c81bf7b659d6b03d4126dfd8fb34a,2f801cd5bf61f0b709f74915fda9cf102be5693246304e0b0247dd9623b1df6b,c60419ee5dfa35fbe6c4703128412c70b84b0365b2adc5090264a7233f3ce25d,9216db5781bf21249d130ec9da846c4624c16137,9216db5781bf21249d130ec9da846c4624c16137,available,,official benchmark SampleRequest.prompt_len before server chat-template application,4096,1024,2048,1016.0,1299750.0,634.6435546875,95.5,2156.7000000000016,2999.3999999999996,9740.0,1.0,1122.6646067440631,3406127638.0,8388608,38f3ac70e15d9a83306a04f344e4734f696117ff2ffd8ba5dc01490f30813948
lm-arena-chat,Qwen/Qwen3-32B,B200,1,384,1,1,1,48105,2,True,llm/b200/current/run/llm/lm-arena-chat/results/Qwen/Qwen3-32B/B200/num_gpus+1+max_num_seqs+384+num_request_repeats+2+dataset_split+train+num_requests+1024+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,72e85b3ddc9c81bf7b659d6b03d4126dfd8fb34a,2f801cd5bf61f0b709f74915fda9cf102be5693246304e0b0247dd9623b1df6b,c60419ee5dfa35fbe6c4703128412c70b84b0365b2adc5090264a7233f3ce25d,9216db5781bf21249d130ec9da846c4624c16137,9216db5781bf21249d130ec9da846c4624c16137,available,,official benchmark SampleRequest.prompt_len before server chat-template application,4096,1024,2048,1016.0,1299750.0,634.6435546875,95.5,2156.7000000000016,2999.3999999999996,9740.0,1.0,1122.6646067440631,3406127638.0,8388608,38f3ac70e15d9a83306a04f344e4734f696117ff2ffd8ba5dc01490f30813948
lm-arena-chat,Qwen/Qwen3-32B,B200,1,512,1,1,1,48105,2,True,llm/b200/current/run/llm/lm-arena-chat/results/Qwen/Qwen3-32B/B200/num_gpus+1+max_num_seqs+512+num_request_repeats+2+dataset_split+train+num_requests+1024+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,72e85b3ddc9c81bf7b659d6b03d4126dfd8fb34a,2f801cd5bf61f0b709f74915fda9cf102be5693246304e0b0247dd9623b1df6b,c60419ee5dfa35fbe6c4703128412c70b84b0365b2adc5090264a7233f3ce25d,9216db5781bf21249d130ec9da846c4624c16137,9216db5781bf21249d130ec9da846c4624c16137,available,,official benchmark SampleRequest.prompt_len before server chat-template application,4096,1024,2048,1016.0,1299750.0,634.6435546875,95.5,2156.7000000000016,2999.3999999999996,9740.0,1.0,1122.6646067440631,3406127638.0,8388608,38f3ac70e15d9a83306a04f344e4734f696117ff2ffd8ba5dc01490f30813948
lm-arena-chat,Qwen/Qwen3-32B,H100,1,8,1,1,1,48105,1,True,llm/h100/current/run/llm/lm-arena-chat/results/Qwen/Qwen3-32B/H100/num_gpus+1+max_num_seqs+8+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,72e85b3ddc9c81bf7b659d6b03d4126dfd8fb34a,2f801cd5bf61f0b709f74915fda9cf102be5693246304e0b0247dd9623b1df6b,c60419ee5dfa35fbe6c4703128412c70b84b0365b2adc5090264a7233f3ce25d,9216db5781bf21249d130ec9da846c4624c16137,9216db5781bf21249d130ec9da846c4624c16137,available,,official benchmark SampleRequest.prompt_len before server chat-template application,4096,1024,1024,1016.0,649875.0,634.6435546875,95.5,2156.7000000000016,2999.3999999999996,9740.0,1.0,1122.6646067440631,1703063819.0,4194304,38f3ac70e15d9a83306a04f344e4734f696117ff2ffd8ba5dc01490f30813948
lm-arena-chat,Qwen/Qwen3-32B,H100,1,16,1,1,1,48105,1,True,llm/h100/current/run/llm/lm-arena-chat/results/Qwen/Qwen3-32B/H100/num_gpus+1+max_num_seqs+16+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,72e85b3ddc9c81bf7b659d6b03d4126dfd8fb34a,2f801cd5bf61f0b709f74915fda9cf102be5693246304e0b0247dd9623b1df6b,c60419ee5dfa35fbe6c4703128412c70b84b0365b2adc5090264a7233f3ce25d,9216db5781bf21249d130ec9da846c4624c16137,9216db5781bf21249d130ec9da846c4624c16137,available,,official benchmark SampleRequest.prompt_len before server chat-template application,4096,1024,1024,1016.0,649875.0,634.6435546875,95.5,2156.7000000000016,2999.3999999999996,9740.0,1.0,1122.6646067440631,1703063819.0,4194304,38f3ac70e15d9a83306a04f344e4734f696117ff2ffd8ba5dc01490f30813948
lm-arena-chat,Qwen/Qwen3-32B,H100,1,32,1,1,1,48105,1,True,llm/h100/current/run/llm/lm-arena-chat/results/Qwen/Qwen3-32B/H100/num_gpus+1+max_num_seqs+32+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,72e85b3ddc9c81bf7b659d6b03d4126dfd8fb34a,2f801cd5bf61f0b709f74915fda9cf102be5693246304e0b0247dd9623b1df6b,c60419ee5dfa35fbe6c4703128412c70b84b0365b2adc5090264a7233f3ce25d,9216db5781bf21249d130ec9da846c4624c16137,9216db5781bf21249d130ec9da846c4624c16137,available,,official benchmark SampleRequest.prompt_len before server chat-template application,4096,1024,1024,1016.0,649875.0,634.6435546875,95.5,2156.7000000000016,2999.3999999999996,9740.0,1.0,1122.6646067440631,1703063819.0,4194304,38f3ac70e15d9a83306a04f344e4734f696117ff2ffd8ba5dc01490f30813948
lm-arena-chat,Qwen/Qwen3-32B,H100,1,64,1,1,1,48105,1,False,llm/h100/current/run/llm/lm-arena-chat/results/Qwen/Qwen3-32B/H100/num_gpus+1+max_num_seqs+64+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,72e85b3ddc9c81bf7b659d6b03d4126dfd8fb34a,2f801cd5bf61f0b709f74915fda9cf102be5693246304e0b0247dd9623b1df6b,c60419ee5dfa35fbe6c4703128412c70b84b0365b2adc5090264a7233f3ce25d,9216db5781bf21249d130ec9da846c4624c16137,9216db5781bf21249d130ec9da846c4624c16137,available,,official benchmark SampleRequest.prompt_len before server chat-template application,4096,1024,1024,1016.0,649875.0,634.6435546875,95.5,2156.7000000000016,2999.3999999999996,9740.0,1.0,1122.6646067440631,1703063819.0,4194304,38f3ac70e15d9a83306a04f344e4734f696117ff2ffd8ba5dc01490f30813948
lm-arena-chat,Qwen/Qwen3-32B,H100,1,96,1,1,1,48105,1,False,llm/h100/current/run/llm/lm-arena-chat/results/Qwen/Qwen3-32B/H100/num_gpus+1+max_num_seqs+96+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,72e85b3ddc9c81bf7b659d6b03d4126dfd8fb34a,2f801cd5bf61f0b709f74915fda9cf102be5693246304e0b0247dd9623b1df6b,c60419ee5dfa35fbe6c4703128412c70b84b0365b2adc5090264a7233f3ce25d,9216db5781bf21249d130ec9da846c4624c16137,9216db5781bf21249d130ec9da846c4624c16137,available,,official benchmark SampleRequest.prompt_len before server chat-template application,4096,1024,1024,1016.0,649875.0,634.6435546875,95.5,2156.7000000000016,2999.3999999999996,9740.0,1.0,1122.6646067440631,1703063819.0,4194304,38f3ac70e15d9a83306a04f344e4734f696117ff2ffd8ba5dc01490f30813948
lm-arena-chat,Qwen/Qwen3-32B,H100,1,128,1,1,1,48105,1,False,llm/h100/current/run/llm/lm-arena-chat/results/Qwen/Qwen3-32B/H100/num_gpus+1+max_num_seqs+128+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,72e85b3ddc9c81bf7b659d6b03d4126dfd8fb34a,2f801cd5bf61f0b709f74915fda9cf102be5693246304e0b0247dd9623b1df6b,c60419ee5dfa35fbe6c4703128412c70b84b0365b2adc5090264a7233f3ce25d,9216db5781bf21249d130ec9da846c4624c16137,9216db5781bf21249d130ec9da846c4624c16137,available,,official benchmark SampleRequest.prompt_len before server chat-template application,4096,1024,1024,1016.0,649875.0,634.6435546875,95.5,2156.7000000000016,2999.3999999999996,9740.0,1.0,1122.6646067440631,1703063819.0,4194304,38f3ac70e15d9a83306a04f344e4734f696117ff2ffd8ba5dc01490f30813948
lm-arena-chat,Qwen/Qwen3-32B,H100,1,192,1,1,1,48105,1,False,llm/h100/current/run/llm/lm-arena-chat/results/Qwen/Qwen3-32B/H100/num_gpus+1+max_num_seqs+192+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,72e85b3ddc9c81bf7b659d6b03d4126dfd8fb34a,2f801cd5bf61f0b709f74915fda9cf102be5693246304e0b0247dd9623b1df6b,c60419ee5dfa35fbe6c4703128412c70b84b0365b2adc5090264a7233f3ce25d,9216db5781bf21249d130ec9da846c4624c16137,9216db5781bf21249d130ec9da846c4624c16137,available,,official benchmark SampleRequest.prompt_len before server chat-template application,4096,1024,1024,1016.0,649875.0,634.6435546875,95.5,2156.7000000000016,2999.3999999999996,9740.0,1.0,1122.6646067440631,1703063819.0,4194304,38f3ac70e15d9a83306a04f344e4734f696117ff2ffd8ba5dc01490f30813948
lm-arena-chat,Qwen/Qwen3-32B,H100,1,256,1,1,1,48105,1,False,llm/h100/current/run/llm/lm-arena-chat/results/Qwen/Qwen3-32B/H100/num_gpus+1+max_num_seqs+256+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,72e85b3ddc9c81bf7b659d6b03d4126dfd8fb34a,2f801cd5bf61f0b709f74915fda9cf102be5693246304e0b0247dd9623b1df6b,c60419ee5dfa35fbe6c4703128412c70b84b0365b2adc5090264a7233f3ce25d,9216db5781bf21249d130ec9da846c4624c16137,9216db5781bf21249d130ec9da846c4624c16137,available,,official benchmark SampleRequest.prompt_len before server chat-template application,4096,1024,1024,1016.0,649875.0,634.6435546875,95.5,2156.7000000000016,2999.3999999999996,9740.0,1.0,1122.6646067440631,1703063819.0,4194304,38f3ac70e15d9a83306a04f344e4734f696117ff2ffd8ba5dc01490f30813948
lm-arena-chat,Qwen/Qwen3-32B,H100,1,384,1,1,1,48105,1,False,llm/h100/current/run/llm/lm-arena-chat/results/Qwen/Qwen3-32B/H100/num_gpus+1+max_num_seqs+384+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,72e85b3ddc9c81bf7b659d6b03d4126dfd8fb34a,2f801cd5bf61f0b709f74915fda9cf102be5693246304e0b0247dd9623b1df6b,c60419ee5dfa35fbe6c4703128412c70b84b0365b2adc5090264a7233f3ce25d,9216db5781bf21249d130ec9da846c4624c16137,9216db5781bf21249d130ec9da846c4624c16137,available,,official benchmark SampleRequest.prompt_len before server chat-template application,4096,1024,1024,1016.0,649875.0,634.6435546875,95.5,2156.7000000000016,2999.3999999999996,9740.0,1.0,1122.6646067440631,1703063819.0,4194304,38f3ac70e15d9a83306a04f344e4734f696117ff2ffd8ba5dc01490f30813948
lm-arena-chat,Qwen/Qwen3-32B,H100,1,512,1,1,1,48105,1,False,llm/h100/current/run/llm/lm-arena-chat/results/Qwen/Qwen3-32B/H100/num_gpus+1+max_num_seqs+512+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,72e85b3ddc9c81bf7b659d6b03d4126dfd8fb34a,2f801cd5bf61f0b709f74915fda9cf102be5693246304e0b0247dd9623b1df6b,c60419ee5dfa35fbe6c4703128412c70b84b0365b2adc5090264a7233f3ce25d,9216db5781bf21249d130ec9da846c4624c16137,9216db5781bf21249d130ec9da846c4624c16137,available,,official benchmark SampleRequest.prompt_len before server chat-template application,4096,1024,1024,1016.0,649875.0,634.6435546875,95.5,2156.7000000000016,2999.3999999999996,9740.0,1.0,1122.6646067440631,1703063819.0,4194304,38f3ac70e15d9a83306a04f344e4734f696117ff2ffd8ba5dc01490f30813948
lm-arena-chat,Qwen/Qwen3-32B,H100,2,8,2,1,1,48105,1,True,llm/h100/current/run/llm/lm-arena-chat/results/Qwen/Qwen3-32B/H100/num_gpus+2+max_num_seqs+8+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,72e85b3ddc9c81bf7b659d6b03d4126dfd8fb34a,2f801cd5bf61f0b709f74915fda9cf102be5693246304e0b0247dd9623b1df6b,c60419ee5dfa35fbe6c4703128412c70b84b0365b2adc5090264a7233f3ce25d,9216db5781bf21249d130ec9da846c4624c16137,9216db5781bf21249d130ec9da846c4624c16137,available,,official benchmark SampleRequest.prompt_len before server chat-template application,4096,1024,1024,1016.0,649875.0,634.6435546875,95.5,2156.7000000000016,2999.3999999999996,9740.0,1.0,1122.6646067440631,1703063819.0,4194304,38f3ac70e15d9a83306a04f344e4734f696117ff2ffd8ba5dc01490f30813948
lm-arena-chat,Qwen/Qwen3-32B,H100,2,16,2,1,1,48105,1,True,llm/h100/current/run/llm/lm-arena-chat/results/Qwen/Qwen3-32B/H100/num_gpus+2+max_num_seqs+16+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,72e85b3ddc9c81bf7b659d6b03d4126dfd8fb34a,2f801cd5bf61f0b709f74915fda9cf102be5693246304e0b0247dd9623b1df6b,c60419ee5dfa35fbe6c4703128412c70b84b0365b2adc5090264a7233f3ce25d,9216db5781bf21249d130ec9da846c4624c16137,9216db5781bf21249d130ec9da846c4624c16137,available,,official benchmark SampleRequest.prompt_len before server chat-template application,4096,1024,1024,1016.0,649875.0,634.6435546875,95.5,2156.7000000000016,2999.3999999999996,9740.0,1.0,1122.6646067440631,1703063819.0,4194304,38f3ac70e15d9a83306a04f344e4734f696117ff2ffd8ba5dc01490f30813948
lm-arena-chat,Qwen/Qwen3-32B,H100,2,32,2,1,1,48105,1,True,llm/h100/current/run/llm/lm-arena-chat/results/Qwen/Qwen3-32B/H100/num_gpus+2+max_num_seqs+32+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,72e85b3ddc9c81bf7b659d6b03d4126dfd8fb34a,2f801cd5bf61f0b709f74915fda9cf102be5693246304e0b0247dd9623b1df6b,c60419ee5dfa35fbe6c4703128412c70b84b0365b2adc5090264a7233f3ce25d,9216db5781bf21249d130ec9da846c4624c16137,9216db5781bf21249d130ec9da846c4624c16137,available,,official benchmark SampleRequest.prompt_len before server chat-template application,4096,1024,1024,1016.0,649875.0,634.6435546875,95.5,2156.7000000000016,2999.3999999999996,9740.0,1.0,1122.6646067440631,1703063819.0,4194304,38f3ac70e15d9a83306a04f344e4734f696117ff2ffd8ba5dc01490f30813948
lm-arena-chat,Qwen/Qwen3-32B,H100,2,64,2,1,1,48105,1,True,llm/h100/current/run/llm/lm-arena-chat/results/Qwen/Qwen3-32B/H100/num_gpus+2+max_num_seqs+64+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,72e85b3ddc9c81bf7b659d6b03d4126dfd8fb34a,2f801cd5bf61f0b709f74915fda9cf102be5693246304e0b0247dd9623b1df6b,c60419ee5dfa35fbe6c4703128412c70b84b0365b2adc5090264a7233f3ce25d,9216db5781bf21249d130ec9da846c4624c16137,9216db5781bf21249d130ec9da846c4624c16137,available,,official benchmark SampleRequest.prompt_len before server chat-template application,4096,1024,1024,1016.0,649875.0,634.6435546875,95.5,2156.7000000000016,2999.3999999999996,9740.0,1.0,1122.6646067440631,1703063819.0,4194304,38f3ac70e15d9a83306a04f344e4734f696117ff2ffd8ba5dc01490f30813948
lm-arena-chat,Qwen/Qwen3-32B,H100,2,96,2,1,1,48105,1,True,llm/h100/current/run/llm/lm-arena-chat/results/Qwen/Qwen3-32B/H100/num_gpus+2+max_num_seqs+96+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,72e85b3ddc9c81bf7b659d6b03d4126dfd8fb34a,2f801cd5bf61f0b709f74915fda9cf102be5693246304e0b0247dd9623b1df6b,c60419ee5dfa35fbe6c4703128412c70b84b0365b2adc5090264a7233f3ce25d,9216db5781bf21249d130ec9da846c4624c16137,9216db5781bf21249d130ec9da846c4624c16137,available,,official benchmark SampleRequest.prompt_len before server chat-template application,4096,1024,1024,1016.0,649875.0,634.6435546875,95.5,2156.7000000000016,2999.3999999999996,9740.0,1.0,1122.6646067440631,1703063819.0,4194304,38f3ac70e15d9a83306a04f344e4734f696117ff2ffd8ba5dc01490f30813948
