run_key,task,model_id,physics_status,physics_missing_reason,prefill_projection_flop_proxy,prefill_attention_flop_proxy,prefill_mlp_flop_proxy,prefill_total_flop_proxy,decode_output_cap_tokens_per_request,decode_upper_bound_flop_proxy,kv_cache_prefill_sum_bytes,kv_cache_prefill_max_request_bytes,kv_cache_output_cap_sum_bytes,weight_bytes_total,prefill_total_flop_proxy_per_gpu_ideal,decode_upper_bound_flop_proxy_per_gpu_ideal,kv_cache_prefill_sum_bytes_per_gpu_ideal,weight_bytes_per_gpu_ideal,model_parallel_gpus_per_replica,kv_bytes_per_element,shared_expert_term_included
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-32B"",""gpu_model"":""H100"",""num_gpus"":2,""max_num_seqs"":192,""tensor_parallel"":2,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-32B,available,,8342035790561280.0,3899282476236800.0,3.4758482460672e+16,4.699980072747008e+16,4096.0,2.8572263923685786e+17,181033762816.0,2556428288.0,1280545390592.0,64000000000.0,2.349990036373504e+16,1.4286131961842893e+17,90516881408.0,32000000000.0,2.0,2.0,False
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-32B"",""gpu_model"":""H100"",""num_gpus"":2,""max_num_seqs"":256,""tensor_parallel"":2,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-32B,available,,8342035790561280.0,3899282476236800.0,3.4758482460672e+16,4.699980072747008e+16,4096.0,2.8572263923685786e+17,181033762816.0,2556428288.0,1280545390592.0,64000000000.0,2.349990036373504e+16,1.4286131961842893e+17,90516881408.0,32000000000.0,2.0,2.0,False
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-32B"",""gpu_model"":""H100"",""num_gpus"":2,""max_num_seqs"":32,""tensor_parallel"":2,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-32B,available,,8342035790561280.0,3899282476236800.0,3.4758482460672e+16,4.699980072747008e+16,4096.0,2.8572263923685786e+17,181033762816.0,2556428288.0,1280545390592.0,64000000000.0,2.349990036373504e+16,1.4286131961842893e+17,90516881408.0,32000000000.0,2.0,2.0,False
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-32B"",""gpu_model"":""H100"",""num_gpus"":2,""max_num_seqs"":384,""tensor_parallel"":2,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-32B,available,,8342035790561280.0,3899282476236800.0,3.4758482460672e+16,4.699980072747008e+16,4096.0,2.8572263923685786e+17,181033762816.0,2556428288.0,1280545390592.0,64000000000.0,2.349990036373504e+16,1.4286131961842893e+17,90516881408.0,32000000000.0,2.0,2.0,False
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-32B"",""gpu_model"":""H100"",""num_gpus"":2,""max_num_seqs"":512,""tensor_parallel"":2,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-32B,available,,8342035790561280.0,3899282476236800.0,3.4758482460672e+16,4.699980072747008e+16,4096.0,2.8572263923685786e+17,181033762816.0,2556428288.0,1280545390592.0,64000000000.0,2.349990036373504e+16,1.4286131961842893e+17,90516881408.0,32000000000.0,2.0,2.0,False
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-32B"",""gpu_model"":""H100"",""num_gpus"":2,""max_num_seqs"":64,""tensor_parallel"":2,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-32B,available,,8342035790561280.0,3899282476236800.0,3.4758482460672e+16,4.699980072747008e+16,4096.0,2.8572263923685786e+17,181033762816.0,2556428288.0,1280545390592.0,64000000000.0,2.349990036373504e+16,1.4286131961842893e+17,90516881408.0,32000000000.0,2.0,2.0,False
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-32B"",""gpu_model"":""H100"",""num_gpus"":2,""max_num_seqs"":8,""tensor_parallel"":2,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-32B,available,,8342035790561280.0,3899282476236800.0,3.4758482460672e+16,4.699980072747008e+16,4096.0,2.8572263923685786e+17,181033762816.0,2556428288.0,1280545390592.0,64000000000.0,2.349990036373504e+16,1.4286131961842893e+17,90516881408.0,32000000000.0,2.0,2.0,False
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-32B"",""gpu_model"":""H100"",""num_gpus"":2,""max_num_seqs"":96,""tensor_parallel"":2,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-32B,available,,8342035790561280.0,3899282476236800.0,3.4758482460672e+16,4.699980072747008e+16,4096.0,2.8572263923685786e+17,181033762816.0,2556428288.0,1280545390592.0,64000000000.0,2.349990036373504e+16,1.4286131961842893e+17,90516881408.0,32000000000.0,2.0,2.0,False
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-8B"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":1024,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":4}",lm-arena-chat,Qwen/Qwen3-8B,available,,8342035790561280.0,4386692785766400.0,3.003132884602061e+16,4.276005742234829e+16,4096.0,2.600060554743644e+17,407325966336.0,1437990912.0,2881227128832.0,16000000000.0,4.276005742234829e+16,2.600060554743644e+17,407325966336.0,16000000000.0,1.0,2.0,False
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-8B"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":128,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-8B,available,,2085508947640320.0,1096673196441600.0,7507832211505152.0,1.0690014355587072e+16,4096.0,6.50015138685911e+16,101831491584.0,1437990912.0,720306782208.0,16000000000.0,1.0690014355587072e+16,6.50015138685911e+16,101831491584.0,16000000000.0,1.0,2.0,False
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-8B"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":1536,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":4}",lm-arena-chat,Qwen/Qwen3-8B,available,,8342035790561280.0,4386692785766400.0,3.003132884602061e+16,4.276005742234829e+16,4096.0,2.600060554743644e+17,407325966336.0,1437990912.0,2881227128832.0,16000000000.0,4.276005742234829e+16,2.600060554743644e+17,407325966336.0,16000000000.0,1.0,2.0,False
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-8B"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":16,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-8B,available,,2085508947640320.0,1096673196441600.0,7507832211505152.0,1.0690014355587072e+16,4096.0,6.50015138685911e+16,101831491584.0,1437990912.0,720306782208.0,16000000000.0,1.0690014355587072e+16,6.50015138685911e+16,101831491584.0,16000000000.0,1.0,2.0,False
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-8B"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":2048,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":6}",lm-arena-chat,Qwen/Qwen3-8B,available,,1.251305368584192e+16,6580039178649600.0,4.504699326903091e+16,6.414008613352243e+16,4096.0,3.900090832115466e+17,610988949504.0,1437990912.0,4321840693248.0,16000000000.0,6.414008613352243e+16,3.900090832115466e+17,610988949504.0,16000000000.0,1.0,2.0,False
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-8B"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":256,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":2}",lm-arena-chat,Qwen/Qwen3-8B,available,,4171017895280640.0,2193346392883200.0,1.5015664423010304e+16,2.1380028711174144e+16,4096.0,1.300030277371822e+17,203662983168.0,1437990912.0,1440613564416.0,16000000000.0,2.1380028711174144e+16,1.300030277371822e+17,203662983168.0,16000000000.0,1.0,2.0,False
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-8B"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":32,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-8B,available,,2085508947640320.0,1096673196441600.0,7507832211505152.0,1.0690014355587072e+16,4096.0,6.50015138685911e+16,101831491584.0,1437990912.0,720306782208.0,16000000000.0,1.0690014355587072e+16,6.50015138685911e+16,101831491584.0,16000000000.0,1.0,2.0,False
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-8B"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":512,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":2}",lm-arena-chat,Qwen/Qwen3-8B,available,,4171017895280640.0,2193346392883200.0,1.5015664423010304e+16,2.1380028711174144e+16,4096.0,1.300030277371822e+17,203662983168.0,1437990912.0,1440613564416.0,16000000000.0,2.1380028711174144e+16,1.300030277371822e+17,203662983168.0,16000000000.0,1.0,2.0,False
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-8B"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":64,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-8B,available,,2085508947640320.0,1096673196441600.0,7507832211505152.0,1.0690014355587072e+16,4096.0,6.50015138685911e+16,101831491584.0,1437990912.0,720306782208.0,16000000000.0,1.0690014355587072e+16,6.50015138685911e+16,101831491584.0,16000000000.0,1.0,2.0,False
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-8B"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":8,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-8B,available,,2085508947640320.0,1096673196441600.0,7507832211505152.0,1.0690014355587072e+16,4096.0,6.50015138685911e+16,101831491584.0,1437990912.0,720306782208.0,16000000000.0,1.0690014355587072e+16,6.50015138685911e+16,101831491584.0,16000000000.0,1.0,2.0,False
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-8B"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":128,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-8B,available,,2085508947640320.0,1096673196441600.0,7507832211505152.0,1.0690014355587072e+16,4096.0,6.50015138685911e+16,101831491584.0,1437990912.0,720306782208.0,16000000000.0,1.0690014355587072e+16,6.50015138685911e+16,101831491584.0,16000000000.0,1.0,2.0,False
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-8B"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":16,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-8B,available,,2085508947640320.0,1096673196441600.0,7507832211505152.0,1.0690014355587072e+16,4096.0,6.50015138685911e+16,101831491584.0,1437990912.0,720306782208.0,16000000000.0,1.0690014355587072e+16,6.50015138685911e+16,101831491584.0,16000000000.0,1.0,2.0,False
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-8B"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":192,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-8B,available,,2085508947640320.0,1096673196441600.0,7507832211505152.0,1.0690014355587072e+16,4096.0,6.50015138685911e+16,101831491584.0,1437990912.0,720306782208.0,16000000000.0,1.0690014355587072e+16,6.50015138685911e+16,101831491584.0,16000000000.0,1.0,2.0,False
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-8B"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":256,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-8B,available,,2085508947640320.0,1096673196441600.0,7507832211505152.0,1.0690014355587072e+16,4096.0,6.50015138685911e+16,101831491584.0,1437990912.0,720306782208.0,16000000000.0,1.0690014355587072e+16,6.50015138685911e+16,101831491584.0,16000000000.0,1.0,2.0,False
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-8B"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":32,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-8B,available,,2085508947640320.0,1096673196441600.0,7507832211505152.0,1.0690014355587072e+16,4096.0,6.50015138685911e+16,101831491584.0,1437990912.0,720306782208.0,16000000000.0,1.0690014355587072e+16,6.50015138685911e+16,101831491584.0,16000000000.0,1.0,2.0,False
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-8B"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":384,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-8B,available,,2085508947640320.0,1096673196441600.0,7507832211505152.0,1.0690014355587072e+16,4096.0,6.50015138685911e+16,101831491584.0,1437990912.0,720306782208.0,16000000000.0,1.0690014355587072e+16,6.50015138685911e+16,101831491584.0,16000000000.0,1.0,2.0,False
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-8B"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":512,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-8B,available,,2085508947640320.0,1096673196441600.0,7507832211505152.0,1.0690014355587072e+16,4096.0,6.50015138685911e+16,101831491584.0,1437990912.0,720306782208.0,16000000000.0,1.0690014355587072e+16,6.50015138685911e+16,101831491584.0,16000000000.0,1.0,2.0,False
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-8B"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":64,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-8B,available,,2085508947640320.0,1096673196441600.0,7507832211505152.0,1.0690014355587072e+16,4096.0,6.50015138685911e+16,101831491584.0,1437990912.0,720306782208.0,16000000000.0,1.0690014355587072e+16,6.50015138685911e+16,101831491584.0,16000000000.0,1.0,2.0,False
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-8B"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":8,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-8B,available,,2085508947640320.0,1096673196441600.0,7507832211505152.0,1.0690014355587072e+16,4096.0,6.50015138685911e+16,101831491584.0,1437990912.0,720306782208.0,16000000000.0,1.0690014355587072e+16,6.50015138685911e+16,101831491584.0,16000000000.0,1.0,2.0,False
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-8B"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":96,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-8B,available,,2085508947640320.0,1096673196441600.0,7507832211505152.0,1.0690014355587072e+16,4096.0,6.50015138685911e+16,101831491584.0,1437990912.0,720306782208.0,16000000000.0,1.0690014355587072e+16,6.50015138685911e+16,101831491584.0,16000000000.0,1.0,2.0,False
"{""task"":""lm-arena-chat"",""model_id"":""deepseek-ai/DeepSeek-V3.1"",""gpu_model"":""B200"",""num_gpus"":8,""max_num_seqs"":1024,""tensor_parallel"":1,""expert_parallel"":8,""data_parallel"":1,""seed"":48105,""num_request_repeats"":2}",lm-arena-chat,deepseek-ai/DeepSeek-V3.1,unsupported,unsupported_attention_variant: mla,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""deepseek-ai/DeepSeek-V3.1"",""gpu_model"":""B200"",""num_gpus"":8,""max_num_seqs"":128,""tensor_parallel"":1,""expert_parallel"":8,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,deepseek-ai/DeepSeek-V3.1,unsupported,unsupported_attention_variant: mla,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""deepseek-ai/DeepSeek-V3.1"",""gpu_model"":""B200"",""num_gpus"":8,""max_num_seqs"":16,""tensor_parallel"":1,""expert_parallel"":8,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,deepseek-ai/DeepSeek-V3.1,unsupported,unsupported_attention_variant: mla,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""deepseek-ai/DeepSeek-V3.1"",""gpu_model"":""B200"",""num_gpus"":8,""max_num_seqs"":2048,""tensor_parallel"":1,""expert_parallel"":8,""data_parallel"":1,""seed"":48105,""num_request_repeats"":3}",lm-arena-chat,deepseek-ai/DeepSeek-V3.1,unsupported,unsupported_attention_variant: mla,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""deepseek-ai/DeepSeek-V3.1"",""gpu_model"":""B200"",""num_gpus"":8,""max_num_seqs"":256,""tensor_parallel"":1,""expert_parallel"":8,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,deepseek-ai/DeepSeek-V3.1,unsupported,unsupported_attention_variant: mla,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""deepseek-ai/DeepSeek-V3.1"",""gpu_model"":""B200"",""num_gpus"":8,""max_num_seqs"":3072,""tensor_parallel"":1,""expert_parallel"":8,""data_parallel"":1,""seed"":48105,""num_request_repeats"":4}",lm-arena-chat,deepseek-ai/DeepSeek-V3.1,unsupported,unsupported_attention_variant: mla,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""deepseek-ai/DeepSeek-V3.1"",""gpu_model"":""B200"",""num_gpus"":8,""max_num_seqs"":32,""tensor_parallel"":1,""expert_parallel"":8,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,deepseek-ai/DeepSeek-V3.1,unsupported,unsupported_attention_variant: mla,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""deepseek-ai/DeepSeek-V3.1"",""gpu_model"":""B200"",""num_gpus"":8,""max_num_seqs"":512,""tensor_parallel"":1,""expert_parallel"":8,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,deepseek-ai/DeepSeek-V3.1,unsupported,unsupported_attention_variant: mla,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""deepseek-ai/DeepSeek-V3.1"",""gpu_model"":""B200"",""num_gpus"":8,""max_num_seqs"":64,""tensor_parallel"":1,""expert_parallel"":8,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,deepseek-ai/DeepSeek-V3.1,unsupported,unsupported_attention_variant: mla,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""deepseek-ai/DeepSeek-V3.1"",""gpu_model"":""B200"",""num_gpus"":8,""max_num_seqs"":768,""tensor_parallel"":1,""expert_parallel"":8,""data_parallel"":1,""seed"":48105,""num_request_repeats"":2}",lm-arena-chat,deepseek-ai/DeepSeek-V3.1,unsupported,unsupported_attention_variant: mla,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""deepseek-ai/DeepSeek-V3.1"",""gpu_model"":""B200"",""num_gpus"":8,""max_num_seqs"":8,""tensor_parallel"":1,""expert_parallel"":8,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,deepseek-ai/DeepSeek-V3.1,unsupported,unsupported_attention_variant: mla,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""google/gemma-3-12b-it"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":128,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,google/gemma-3-12b-it,available,,3151850341662720.0,1510504668856320.0,1.18194387812352e+16,1.648179379175424e+16,4096.0,9.92462789148672e+16,273598119936.0,4006084608.0,1922865561600.0,24000000000.0,1.648179379175424e+16,9.92462789148672e+16,273598119936.0,24000000000.0,1.0,2.0,False
"{""task"":""lm-arena-chat"",""model_id"":""google/gemma-3-12b-it"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":16,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,google/gemma-3-12b-it,available,,3151850341662720.0,1510504668856320.0,1.18194387812352e+16,1.648179379175424e+16,4096.0,9.92462789148672e+16,273598119936.0,4006084608.0,1922865561600.0,24000000000.0,1.648179379175424e+16,9.92462789148672e+16,273598119936.0,24000000000.0,1.0,2.0,False
"{""task"":""lm-arena-chat"",""model_id"":""google/gemma-3-12b-it"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":256,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,google/gemma-3-12b-it,available,,3151850341662720.0,1510504668856320.0,1.18194387812352e+16,1.648179379175424e+16,4096.0,9.92462789148672e+16,273598119936.0,4006084608.0,1922865561600.0,24000000000.0,1.648179379175424e+16,9.92462789148672e+16,273598119936.0,24000000000.0,1.0,2.0,False
"{""task"":""lm-arena-chat"",""model_id"":""google/gemma-3-12b-it"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":32,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,google/gemma-3-12b-it,available,,3151850341662720.0,1510504668856320.0,1.18194387812352e+16,1.648179379175424e+16,4096.0,9.92462789148672e+16,273598119936.0,4006084608.0,1922865561600.0,24000000000.0,1.648179379175424e+16,9.92462789148672e+16,273598119936.0,24000000000.0,1.0,2.0,False
"{""task"":""lm-arena-chat"",""model_id"":""google/gemma-3-12b-it"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":512,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,google/gemma-3-12b-it,available,,3151850341662720.0,1510504668856320.0,1.18194387812352e+16,1.648179379175424e+16,4096.0,9.92462789148672e+16,273598119936.0,4006084608.0,1922865561600.0,24000000000.0,1.648179379175424e+16,9.92462789148672e+16,273598119936.0,24000000000.0,1.0,2.0,False
"{""task"":""lm-arena-chat"",""model_id"":""google/gemma-3-12b-it"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":64,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,google/gemma-3-12b-it,available,,3151850341662720.0,1510504668856320.0,1.18194387812352e+16,1.648179379175424e+16,4096.0,9.92462789148672e+16,273598119936.0,4006084608.0,1922865561600.0,24000000000.0,1.648179379175424e+16,9.92462789148672e+16,273598119936.0,24000000000.0,1.0,2.0,False
"{""task"":""lm-arena-chat"",""model_id"":""google/gemma-3-12b-it"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":8,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,google/gemma-3-12b-it,available,,3151850341662720.0,1510504668856320.0,1.18194387812352e+16,1.648179379175424e+16,4096.0,9.92462789148672e+16,273598119936.0,4006084608.0,1922865561600.0,24000000000.0,1.648179379175424e+16,9.92462789148672e+16,273598119936.0,24000000000.0,1.0,2.0,False
"{""task"":""lm-arena-chat"",""model_id"":""google/gemma-3-12b-it"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":128,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,google/gemma-3-12b-it,available,,3151850341662720.0,1510504668856320.0,1.18194387812352e+16,1.648179379175424e+16,4096.0,9.92462789148672e+16,273598119936.0,4006084608.0,1922865561600.0,24000000000.0,1.648179379175424e+16,9.92462789148672e+16,273598119936.0,24000000000.0,1.0,2.0,False
"{""task"":""lm-arena-chat"",""model_id"":""google/gemma-3-12b-it"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":16,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,google/gemma-3-12b-it,available,,3151850341662720.0,1510504668856320.0,1.18194387812352e+16,1.648179379175424e+16,4096.0,9.92462789148672e+16,273598119936.0,4006084608.0,1922865561600.0,24000000000.0,1.648179379175424e+16,9.92462789148672e+16,273598119936.0,24000000000.0,1.0,2.0,False
"{""task"":""lm-arena-chat"",""model_id"":""google/gemma-3-12b-it"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":192,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,google/gemma-3-12b-it,available,,3151850341662720.0,1510504668856320.0,1.18194387812352e+16,1.648179379175424e+16,4096.0,9.92462789148672e+16,273598119936.0,4006084608.0,1922865561600.0,24000000000.0,1.648179379175424e+16,9.92462789148672e+16,273598119936.0,24000000000.0,1.0,2.0,False
"{""task"":""lm-arena-chat"",""model_id"":""google/gemma-3-12b-it"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":256,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,google/gemma-3-12b-it,available,,3151850341662720.0,1510504668856320.0,1.18194387812352e+16,1.648179379175424e+16,4096.0,9.92462789148672e+16,273598119936.0,4006084608.0,1922865561600.0,24000000000.0,1.648179379175424e+16,9.92462789148672e+16,273598119936.0,24000000000.0,1.0,2.0,False
"{""task"":""lm-arena-chat"",""model_id"":""google/gemma-3-12b-it"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":32,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,google/gemma-3-12b-it,available,,3151850341662720.0,1510504668856320.0,1.18194387812352e+16,1.648179379175424e+16,4096.0,9.92462789148672e+16,273598119936.0,4006084608.0,1922865561600.0,24000000000.0,1.648179379175424e+16,9.92462789148672e+16,273598119936.0,24000000000.0,1.0,2.0,False
