run_key,task,model_id,effective_status,effective_missing_reason,chat_content_format,chat_template_sha256,system_prompt_sha256,chat_template_kwargs_json,base_effective_lengths_sha256,effective_request_count,effective_total_input_tokens,effective_input_tokens_mean,effective_input_tokens_p50,effective_input_tokens_p90,effective_input_tokens_p95,effective_input_tokens_min,effective_input_tokens_max,effective_input_tokens_std,effective_sum_input_tokens_squared
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-30B-A3B-Instruct-2507"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":512,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":2}",lm-arena-chat,Qwen/Qwen3-30B-A3B-Instruct-2507,available,,string,64f85b198065d0fba2a81f37e10ed68161ce2c19a754c7100e67e0ca2ee9c326,,{},119514254eedaa3a7a9ed1b8eb1545fcd5d602744b4b953324aea4d81d670834,2048.0,1372986.0,670.4033203125,104.0,2299.400000000001,3242.0999999999995,9.0,9748.0,1166.5869273279266,3707628894.0
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-30B-A3B-Instruct-2507"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":64,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-30B-A3B-Instruct-2507,available,,string,64f85b198065d0fba2a81f37e10ed68161ce2c19a754c7100e67e0ca2ee9c326,,{},119514254eedaa3a7a9ed1b8eb1545fcd5d602744b4b953324aea4d81d670834,1024.0,686493.0,670.4033203125,104.0,2299.400000000001,3242.0999999999995,9.0,9748.0,1166.5869273279266,1853814447.0
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-30B-A3B-Instruct-2507"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":768,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":2}",lm-arena-chat,Qwen/Qwen3-30B-A3B-Instruct-2507,available,,string,64f85b198065d0fba2a81f37e10ed68161ce2c19a754c7100e67e0ca2ee9c326,,{},119514254eedaa3a7a9ed1b8eb1545fcd5d602744b4b953324aea4d81d670834,2048.0,1372986.0,670.4033203125,104.0,2299.400000000001,3242.0999999999995,9.0,9748.0,1166.5869273279266,3707628894.0
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-30B-A3B-Instruct-2507"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":8,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-30B-A3B-Instruct-2507,available,,string,64f85b198065d0fba2a81f37e10ed68161ce2c19a754c7100e67e0ca2ee9c326,,{},119514254eedaa3a7a9ed1b8eb1545fcd5d602744b4b953324aea4d81d670834,1024.0,686493.0,670.4033203125,104.0,2299.400000000001,3242.0999999999995,9.0,9748.0,1166.5869273279266,1853814447.0
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-30B-A3B-Instruct-2507"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":96,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-30B-A3B-Instruct-2507,available,,string,64f85b198065d0fba2a81f37e10ed68161ce2c19a754c7100e67e0ca2ee9c326,,{},119514254eedaa3a7a9ed1b8eb1545fcd5d602744b4b953324aea4d81d670834,1024.0,686493.0,670.4033203125,104.0,2299.400000000001,3242.0999999999995,9.0,9748.0,1166.5869273279266,1853814447.0
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-30B-A3B-Instruct-2507"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":128,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-30B-A3B-Instruct-2507,available,,string,64f85b198065d0fba2a81f37e10ed68161ce2c19a754c7100e67e0ca2ee9c326,,{},119514254eedaa3a7a9ed1b8eb1545fcd5d602744b4b953324aea4d81d670834,1024.0,686493.0,670.4033203125,104.0,2299.400000000001,3242.0999999999995,9.0,9748.0,1166.5869273279266,1853814447.0
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-30B-A3B-Instruct-2507"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":16,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-30B-A3B-Instruct-2507,available,,string,64f85b198065d0fba2a81f37e10ed68161ce2c19a754c7100e67e0ca2ee9c326,,{},119514254eedaa3a7a9ed1b8eb1545fcd5d602744b4b953324aea4d81d670834,1024.0,686493.0,670.4033203125,104.0,2299.400000000001,3242.0999999999995,9.0,9748.0,1166.5869273279266,1853814447.0
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-30B-A3B-Instruct-2507"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":192,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-30B-A3B-Instruct-2507,available,,string,64f85b198065d0fba2a81f37e10ed68161ce2c19a754c7100e67e0ca2ee9c326,,{},119514254eedaa3a7a9ed1b8eb1545fcd5d602744b4b953324aea4d81d670834,1024.0,686493.0,670.4033203125,104.0,2299.400000000001,3242.0999999999995,9.0,9748.0,1166.5869273279266,1853814447.0
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-30B-A3B-Instruct-2507"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":256,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-30B-A3B-Instruct-2507,available,,string,64f85b198065d0fba2a81f37e10ed68161ce2c19a754c7100e67e0ca2ee9c326,,{},119514254eedaa3a7a9ed1b8eb1545fcd5d602744b4b953324aea4d81d670834,1024.0,686493.0,670.4033203125,104.0,2299.400000000001,3242.0999999999995,9.0,9748.0,1166.5869273279266,1853814447.0
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-30B-A3B-Instruct-2507"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":32,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-30B-A3B-Instruct-2507,available,,string,64f85b198065d0fba2a81f37e10ed68161ce2c19a754c7100e67e0ca2ee9c326,,{},119514254eedaa3a7a9ed1b8eb1545fcd5d602744b4b953324aea4d81d670834,1024.0,686493.0,670.4033203125,104.0,2299.400000000001,3242.0999999999995,9.0,9748.0,1166.5869273279266,1853814447.0
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-30B-A3B-Instruct-2507"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":384,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-30B-A3B-Instruct-2507,available,,string,64f85b198065d0fba2a81f37e10ed68161ce2c19a754c7100e67e0ca2ee9c326,,{},119514254eedaa3a7a9ed1b8eb1545fcd5d602744b4b953324aea4d81d670834,1024.0,686493.0,670.4033203125,104.0,2299.400000000001,3242.0999999999995,9.0,9748.0,1166.5869273279266,1853814447.0
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-30B-A3B-Instruct-2507"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":512,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-30B-A3B-Instruct-2507,available,,string,64f85b198065d0fba2a81f37e10ed68161ce2c19a754c7100e67e0ca2ee9c326,,{},119514254eedaa3a7a9ed1b8eb1545fcd5d602744b4b953324aea4d81d670834,1024.0,686493.0,670.4033203125,104.0,2299.400000000001,3242.0999999999995,9.0,9748.0,1166.5869273279266,1853814447.0
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-30B-A3B-Instruct-2507"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":64,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-30B-A3B-Instruct-2507,available,,string,64f85b198065d0fba2a81f37e10ed68161ce2c19a754c7100e67e0ca2ee9c326,,{},119514254eedaa3a7a9ed1b8eb1545fcd5d602744b4b953324aea4d81d670834,1024.0,686493.0,670.4033203125,104.0,2299.400000000001,3242.0999999999995,9.0,9748.0,1166.5869273279266,1853814447.0
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-30B-A3B-Instruct-2507"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":8,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-30B-A3B-Instruct-2507,available,,string,64f85b198065d0fba2a81f37e10ed68161ce2c19a754c7100e67e0ca2ee9c326,,{},119514254eedaa3a7a9ed1b8eb1545fcd5d602744b4b953324aea4d81d670834,1024.0,686493.0,670.4033203125,104.0,2299.400000000001,3242.0999999999995,9.0,9748.0,1166.5869273279266,1853814447.0
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-30B-A3B-Instruct-2507"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":96,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-30B-A3B-Instruct-2507,available,,string,64f85b198065d0fba2a81f37e10ed68161ce2c19a754c7100e67e0ca2ee9c326,,{},119514254eedaa3a7a9ed1b8eb1545fcd5d602744b4b953324aea4d81d670834,1024.0,686493.0,670.4033203125,104.0,2299.400000000001,3242.0999999999995,9.0,9748.0,1166.5869273279266,1853814447.0
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-30B-A3B-Instruct-2507"",""gpu_model"":""H100"",""num_gpus"":2,""max_num_seqs"":1024,""tensor_parallel"":1,""expert_parallel"":2,""data_parallel"":1,""seed"":48105,""num_request_repeats"":2}",lm-arena-chat,Qwen/Qwen3-30B-A3B-Instruct-2507,available,,string,64f85b198065d0fba2a81f37e10ed68161ce2c19a754c7100e67e0ca2ee9c326,,{},119514254eedaa3a7a9ed1b8eb1545fcd5d602744b4b953324aea4d81d670834,2048.0,1372986.0,670.4033203125,104.0,2299.400000000001,3242.0999999999995,9.0,9748.0,1166.5869273279266,3707628894.0
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-30B-A3B-Instruct-2507"",""gpu_model"":""H100"",""num_gpus"":2,""max_num_seqs"":128,""tensor_parallel"":1,""expert_parallel"":2,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-30B-A3B-Instruct-2507,available,,string,64f85b198065d0fba2a81f37e10ed68161ce2c19a754c7100e67e0ca2ee9c326,,{},119514254eedaa3a7a9ed1b8eb1545fcd5d602744b4b953324aea4d81d670834,1024.0,686493.0,670.4033203125,104.0,2299.400000000001,3242.0999999999995,9.0,9748.0,1166.5869273279266,1853814447.0
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-30B-A3B-Instruct-2507"",""gpu_model"":""H100"",""num_gpus"":2,""max_num_seqs"":1536,""tensor_parallel"":1,""expert_parallel"":2,""data_parallel"":1,""seed"":48105,""num_request_repeats"":3}",lm-arena-chat,Qwen/Qwen3-30B-A3B-Instruct-2507,available,,string,64f85b198065d0fba2a81f37e10ed68161ce2c19a754c7100e67e0ca2ee9c326,,{},119514254eedaa3a7a9ed1b8eb1545fcd5d602744b4b953324aea4d81d670834,3072.0,2059479.0,670.4033203125,104.0,2299.400000000001,3242.0999999999995,9.0,9748.0,1166.5869273279266,5561443341.0
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-30B-A3B-Instruct-2507"",""gpu_model"":""H100"",""num_gpus"":2,""max_num_seqs"":16,""tensor_parallel"":1,""expert_parallel"":2,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-30B-A3B-Instruct-2507,available,,string,64f85b198065d0fba2a81f37e10ed68161ce2c19a754c7100e67e0ca2ee9c326,,{},119514254eedaa3a7a9ed1b8eb1545fcd5d602744b4b953324aea4d81d670834,1024.0,686493.0,670.4033203125,104.0,2299.400000000001,3242.0999999999995,9.0,9748.0,1166.5869273279266,1853814447.0
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-30B-A3B-Instruct-2507"",""gpu_model"":""H100"",""num_gpus"":2,""max_num_seqs"":192,""tensor_parallel"":1,""expert_parallel"":2,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-30B-A3B-Instruct-2507,available,,string,64f85b198065d0fba2a81f37e10ed68161ce2c19a754c7100e67e0ca2ee9c326,,{},119514254eedaa3a7a9ed1b8eb1545fcd5d602744b4b953324aea4d81d670834,1024.0,686493.0,670.4033203125,104.0,2299.400000000001,3242.0999999999995,9.0,9748.0,1166.5869273279266,1853814447.0
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-30B-A3B-Instruct-2507"",""gpu_model"":""H100"",""num_gpus"":2,""max_num_seqs"":256,""tensor_parallel"":1,""expert_parallel"":2,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-30B-A3B-Instruct-2507,available,,string,64f85b198065d0fba2a81f37e10ed68161ce2c19a754c7100e67e0ca2ee9c326,,{},119514254eedaa3a7a9ed1b8eb1545fcd5d602744b4b953324aea4d81d670834,1024.0,686493.0,670.4033203125,104.0,2299.400000000001,3242.0999999999995,9.0,9748.0,1166.5869273279266,1853814447.0
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-30B-A3B-Instruct-2507"",""gpu_model"":""H100"",""num_gpus"":2,""max_num_seqs"":256,""tensor_parallel"":1,""expert_parallel"":2,""data_parallel"":1,""seed"":48105,""num_request_repeats"":2}",lm-arena-chat,Qwen/Qwen3-30B-A3B-Instruct-2507,available,,string,64f85b198065d0fba2a81f37e10ed68161ce2c19a754c7100e67e0ca2ee9c326,,{},119514254eedaa3a7a9ed1b8eb1545fcd5d602744b4b953324aea4d81d670834,2048.0,1372986.0,670.4033203125,104.0,2299.400000000001,3242.0999999999995,9.0,9748.0,1166.5869273279266,3707628894.0
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-30B-A3B-Instruct-2507"",""gpu_model"":""H100"",""num_gpus"":2,""max_num_seqs"":32,""tensor_parallel"":1,""expert_parallel"":2,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-30B-A3B-Instruct-2507,available,,string,64f85b198065d0fba2a81f37e10ed68161ce2c19a754c7100e67e0ca2ee9c326,,{},119514254eedaa3a7a9ed1b8eb1545fcd5d602744b4b953324aea4d81d670834,1024.0,686493.0,670.4033203125,104.0,2299.400000000001,3242.0999999999995,9.0,9748.0,1166.5869273279266,1853814447.0
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-30B-A3B-Instruct-2507"",""gpu_model"":""H100"",""num_gpus"":2,""max_num_seqs"":384,""tensor_parallel"":1,""expert_parallel"":2,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-30B-A3B-Instruct-2507,available,,string,64f85b198065d0fba2a81f37e10ed68161ce2c19a754c7100e67e0ca2ee9c326,,{},119514254eedaa3a7a9ed1b8eb1545fcd5d602744b4b953324aea4d81d670834,1024.0,686493.0,670.4033203125,104.0,2299.400000000001,3242.0999999999995,9.0,9748.0,1166.5869273279266,1853814447.0
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-30B-A3B-Instruct-2507"",""gpu_model"":""H100"",""num_gpus"":2,""max_num_seqs"":512,""tensor_parallel"":1,""expert_parallel"":2,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-30B-A3B-Instruct-2507,available,,string,64f85b198065d0fba2a81f37e10ed68161ce2c19a754c7100e67e0ca2ee9c326,,{},119514254eedaa3a7a9ed1b8eb1545fcd5d602744b4b953324aea4d81d670834,1024.0,686493.0,670.4033203125,104.0,2299.400000000001,3242.0999999999995,9.0,9748.0,1166.5869273279266,1853814447.0
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-30B-A3B-Instruct-2507"",""gpu_model"":""H100"",""num_gpus"":2,""max_num_seqs"":512,""tensor_parallel"":1,""expert_parallel"":2,""data_parallel"":1,""seed"":48105,""num_request_repeats"":2}",lm-arena-chat,Qwen/Qwen3-30B-A3B-Instruct-2507,available,,string,64f85b198065d0fba2a81f37e10ed68161ce2c19a754c7100e67e0ca2ee9c326,,{},119514254eedaa3a7a9ed1b8eb1545fcd5d602744b4b953324aea4d81d670834,2048.0,1372986.0,670.4033203125,104.0,2299.400000000001,3242.0999999999995,9.0,9748.0,1166.5869273279266,3707628894.0
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-30B-A3B-Instruct-2507"",""gpu_model"":""H100"",""num_gpus"":2,""max_num_seqs"":64,""tensor_parallel"":1,""expert_parallel"":2,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-30B-A3B-Instruct-2507,available,,string,64f85b198065d0fba2a81f37e10ed68161ce2c19a754c7100e67e0ca2ee9c326,,{},119514254eedaa3a7a9ed1b8eb1545fcd5d602744b4b953324aea4d81d670834,1024.0,686493.0,670.4033203125,104.0,2299.400000000001,3242.0999999999995,9.0,9748.0,1166.5869273279266,1853814447.0
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-30B-A3B-Instruct-2507"",""gpu_model"":""H100"",""num_gpus"":2,""max_num_seqs"":768,""tensor_parallel"":1,""expert_parallel"":2,""data_parallel"":1,""seed"":48105,""num_request_repeats"":2}",lm-arena-chat,Qwen/Qwen3-30B-A3B-Instruct-2507,available,,string,64f85b198065d0fba2a81f37e10ed68161ce2c19a754c7100e67e0ca2ee9c326,,{},119514254eedaa3a7a9ed1b8eb1545fcd5d602744b4b953324aea4d81d670834,2048.0,1372986.0,670.4033203125,104.0,2299.400000000001,3242.0999999999995,9.0,9748.0,1166.5869273279266,3707628894.0
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-30B-A3B-Instruct-2507"",""gpu_model"":""H100"",""num_gpus"":2,""max_num_seqs"":8,""tensor_parallel"":1,""expert_parallel"":2,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-30B-A3B-Instruct-2507,available,,string,64f85b198065d0fba2a81f37e10ed68161ce2c19a754c7100e67e0ca2ee9c326,,{},119514254eedaa3a7a9ed1b8eb1545fcd5d602744b4b953324aea4d81d670834,1024.0,686493.0,670.4033203125,104.0,2299.400000000001,3242.0999999999995,9.0,9748.0,1166.5869273279266,1853814447.0
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-30B-A3B-Instruct-2507"",""gpu_model"":""H100"",""num_gpus"":2,""max_num_seqs"":96,""tensor_parallel"":1,""expert_parallel"":2,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-30B-A3B-Instruct-2507,available,,string,64f85b198065d0fba2a81f37e10ed68161ce2c19a754c7100e67e0ca2ee9c326,,{},119514254eedaa3a7a9ed1b8eb1545fcd5d602744b4b953324aea4d81d670834,1024.0,686493.0,670.4033203125,104.0,2299.400000000001,3242.0999999999995,9.0,9748.0,1166.5869273279266,1853814447.0
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-32B"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":128,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-32B,available,,string,a55ee1b1660128b7098723e0abcd92caa0788061051c62d51cbe87d9cf1974d8,,"{""enable_thinking"": false}",b34057d59c280781edb19eb4f7e6b6adef60d526dcb77f0147a7ff433c8ce729,1024.0,690589.0,674.4033203125,108.0,2303.400000000001,3246.0999999999995,13.0,9752.0,1166.5869273279266,1859322775.0
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-32B"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":16,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-32B,available,,string,a55ee1b1660128b7098723e0abcd92caa0788061051c62d51cbe87d9cf1974d8,,"{""enable_thinking"": false}",b34057d59c280781edb19eb4f7e6b6adef60d526dcb77f0147a7ff433c8ce729,1024.0,690589.0,674.4033203125,108.0,2303.400000000001,3246.0999999999995,13.0,9752.0,1166.5869273279266,1859322775.0
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-32B"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":192,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-32B,available,,string,a55ee1b1660128b7098723e0abcd92caa0788061051c62d51cbe87d9cf1974d8,,"{""enable_thinking"": false}",b34057d59c280781edb19eb4f7e6b6adef60d526dcb77f0147a7ff433c8ce729,1024.0,690589.0,674.4033203125,108.0,2303.400000000001,3246.0999999999995,13.0,9752.0,1166.5869273279266,1859322775.0
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-32B"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":256,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":2}",lm-arena-chat,Qwen/Qwen3-32B,available,,string,a55ee1b1660128b7098723e0abcd92caa0788061051c62d51cbe87d9cf1974d8,,"{""enable_thinking"": false}",b34057d59c280781edb19eb4f7e6b6adef60d526dcb77f0147a7ff433c8ce729,2048.0,1381178.0,674.4033203125,108.0,2303.400000000001,3246.0999999999995,13.0,9752.0,1166.5869273279266,3718645550.0
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-32B"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":32,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-32B,available,,string,a55ee1b1660128b7098723e0abcd92caa0788061051c62d51cbe87d9cf1974d8,,"{""enable_thinking"": false}",b34057d59c280781edb19eb4f7e6b6adef60d526dcb77f0147a7ff433c8ce729,1024.0,690589.0,674.4033203125,108.0,2303.400000000001,3246.0999999999995,13.0,9752.0,1166.5869273279266,1859322775.0
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-32B"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":384,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":2}",lm-arena-chat,Qwen/Qwen3-32B,available,,string,a55ee1b1660128b7098723e0abcd92caa0788061051c62d51cbe87d9cf1974d8,,"{""enable_thinking"": false}",b34057d59c280781edb19eb4f7e6b6adef60d526dcb77f0147a7ff433c8ce729,2048.0,1381178.0,674.4033203125,108.0,2303.400000000001,3246.0999999999995,13.0,9752.0,1166.5869273279266,3718645550.0
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-32B"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":512,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":2}",lm-arena-chat,Qwen/Qwen3-32B,available,,string,a55ee1b1660128b7098723e0abcd92caa0788061051c62d51cbe87d9cf1974d8,,"{""enable_thinking"": false}",b34057d59c280781edb19eb4f7e6b6adef60d526dcb77f0147a7ff433c8ce729,2048.0,1381178.0,674.4033203125,108.0,2303.400000000001,3246.0999999999995,13.0,9752.0,1166.5869273279266,3718645550.0
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-32B"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":64,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-32B,available,,string,a55ee1b1660128b7098723e0abcd92caa0788061051c62d51cbe87d9cf1974d8,,"{""enable_thinking"": false}",b34057d59c280781edb19eb4f7e6b6adef60d526dcb77f0147a7ff433c8ce729,1024.0,690589.0,674.4033203125,108.0,2303.400000000001,3246.0999999999995,13.0,9752.0,1166.5869273279266,1859322775.0
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-32B"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":8,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-32B,available,,string,a55ee1b1660128b7098723e0abcd92caa0788061051c62d51cbe87d9cf1974d8,,"{""enable_thinking"": false}",b34057d59c280781edb19eb4f7e6b6adef60d526dcb77f0147a7ff433c8ce729,1024.0,690589.0,674.4033203125,108.0,2303.400000000001,3246.0999999999995,13.0,9752.0,1166.5869273279266,1859322775.0
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-32B"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":96,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-32B,available,,string,a55ee1b1660128b7098723e0abcd92caa0788061051c62d51cbe87d9cf1974d8,,"{""enable_thinking"": false}",b34057d59c280781edb19eb4f7e6b6adef60d526dcb77f0147a7ff433c8ce729,1024.0,690589.0,674.4033203125,108.0,2303.400000000001,3246.0999999999995,13.0,9752.0,1166.5869273279266,1859322775.0
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-32B"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":128,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-32B,available,,string,a55ee1b1660128b7098723e0abcd92caa0788061051c62d51cbe87d9cf1974d8,,"{""enable_thinking"": false}",b34057d59c280781edb19eb4f7e6b6adef60d526dcb77f0147a7ff433c8ce729,1024.0,690589.0,674.4033203125,108.0,2303.400000000001,3246.0999999999995,13.0,9752.0,1166.5869273279266,1859322775.0
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-32B"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":16,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,Qwen/Qwen3-32B,available,,string,a55ee1b1660128b7098723e0abcd92caa0788061051c62d51cbe87d9cf1974d8,,"{""enable_thinking"": false}",b34057d59c280781edb19eb4f7e6b6adef60d526dcb77f0147a7ff433c8ce729,1024.0,690589.0,674.4033203125,108.0,2303.400000000001,3246.0999999999995,13.0,9752.0,1166.5869273279266,1859322775.0
